0.000000e+00	1.000000e+00	0.000000e+00
1.000000e-02	9.900498e-01	0.000000e+00
2.333333e-02	9.769368e-01	0.000000e+00
4.111111e-02	9.597225e-01	0.000000e+00
6.481481e-02	9.372410e-01	0.000000e+00
9.641975e-02	9.080828e-01	0.000000e+00
1.385597e-01	8.706113e-01	0.000000e+00
1.947462e-01	8.230435e-01	0.000000e+00
2.696616e-01	7.636378e-01	0.000000e+00
3.695488e-01	6.910460e-01	0.000000e+00
5.027318e-01	6.048760e-01	0.000000e+00
6.803091e-01	5.064604e-01	0.000000e+00
9.170788e-01	3.996849e-01	0.000000e+00
1.232772e+00	2.914836e-01	0.000000e+00
1.653696e+00	1.913415e-01	0.000000e+00
2.214927e+00	1.091614e-01	0.000000e+00
2.963237e+00	5.165147e-02	0.000000e+00
3.960982e+00	1.904440e-02	0.000000e+00
5.180316e+00	5.626228e-03	0.000000e+00
6.380300e+00	1.694615e-03	0.000000e+00
7.576362e+00	5.124222e-04	0.000000e+00
8.774265e+00	1.546625e-04	0.000000e+00
9.974335e+00	4.658018e-05	0.000000e+00
1.117380e+01	1.403721e-05	0.000000e+00
1.237226e+01	4.234435e-06	0.000000e+00
1.357089e+01	1.277140e-06	0.000000e+00
1.476997e+01	3.850209e-07	0.000000e+00
1.596902e+01	1.160762e-07	0.000000e+00
1.716787e+01	3.500181e-08	0.000000e+00
1.836672e+01	1.055471e-08	0.000000e+00
1.956565e+01	3.182591e-09	0.000000e+00
2.076459e+01	9.597688e-10	0.000000e+00
2.196350e+01	2.895702e-10	0.000000e+00
2.316240e+01	8.749017e-11	0.000000e+00
2.436131e+01	2.655730e-11	0.000000e+00
2.556023e+01	8.184674e-12	0.000000e+00
2.675914e+01	2.644970e-12	0.000000e+00
2.795805e+01	9.746294e-13	0.000000e+00
2.915696e+01	4.709828e-13	0.000000e+00
3.035587e+01	3.191221e-13	0.000000e+00
3.155479e+01	2.733328e-13	0.000000e+00
3.275370e+01	2.595263e-13	0.000000e+00
3.395261e+01	2.553633e-13	0.000000e+00
3.515152e+01	2.541081e-13	0.000000e+00
3.635043e+01	2.537296e-13	0.000000e+00
3.754935e+01	2.536155e-13	0.000000e+00
3.874826e+01	2.535811e-13	0.000000e+00
3.994717e+01	2.535707e-13	0.000000e+00
